NU_INSCRICAO,NU_NOTA_MT
73ff9fcc02f0a99919906c942c2e1a1042cdcf98,417.5069999999999
71a95f9f1b91a82c65ad94abbdf9f54e6066f968,438.67600000000016
b38a03232f43b11c9d0788abaf060f7366053b6d,608.71
70b682d9a3636be23f6120fa9d6b164eb3c6002d,26.737000000000002
715494628a50142ce8cb17191cfe6d0f3cae0934,592.874
e656d6bad65c93fb2880f1eba5037008c8e75774,486.630979275634
465cd2a6907fb37d9d8ad3c065f0e2dabdba9b13,537.6649999999997
11539e86171bf07d3a36f09377d7f54ebcc8406a,438.42199999999974
043c544a2104aa8a9849f1a703a08d37a2f16839,469.1739792756339
76ba050e64ad100b856f0eaabd8f539d5c7dd185,438.69200000000006
8b7c167ea7b55c8168ec60c3851b1b598a8fbd11,22.386999999999997
db4da599aab5bb08dce27094a35fd3e36cd0abce,22.498
940aede382ccb332fab15d413217695ec44ca765,455.2949378269022
9ad714b116da76d878dd399d187fccc2dd13dd63,583.4209585512684
dd34464a4d780b12a089347ad580418ac57a3055,502.2659585512685
f837a4cb05a5fd59d20138182f5e8c721eadd584,450.5870000000001
fbfa8cde21a692b51fb86342110b4a334a0fcfdb,27.193
ca8477c8493b09f34d17bb287f9bacf2dd744c32,28.466000000000005
8b0c675d7fde14953668269d378c588f0df0498b,26.627
051c4f04fcbe385e1b3964aeb87f0a41d7f203d0,444.17699999999996
3d203727f27abd83b71732d88d8cb1cc099f363b,426.220979275634
d30d31c8ff45094e9a992c63d4a6f68b245a341a,456.87389637817034
c0c6a803c271a955a7085a59cd3d4d43bcf7a1a6,8.163
cbc301183dec912f3513ca766bf03dd565f3a38f,459.9000000000002
856aa14bcd11bd289a3b970aab0ce1b166f2c50f,644.9619999999999
11282da1ee78c8db45a041db4c744e33df489df0,440.129
03c67f683a415c2ea09b582248bd4cb08528c19d,606.3970000000002
046e844fb06a07ba30b41521f0065a8d9c6e5024,443.0080000000001
b296bc595a212a2f89a35470a4bdbb3bfc3f7f1a,425.0229999999999
153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,28.679000000000002
a4e821c6f16fdae0a26cbbb7018b75812dfd074b,22.498
f66c2e5ff22a95fa532e78c7c4bf1d145247211d,438.05899999999997
17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,532.3909171025362
fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,460.77899999999994
a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,492.8829585512682
f8d4f9a26c5f2023c33701a8888f9c02513a02c7,515.9449378269022
9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,455.61300000000006
59bfa081e020013410d9f60f91813964ba749bb2,430.08000000000015
f5e069ee3bc95998464e8ff5da048b7f999921ed,422.732
e02240b518016d03a1b5bcc6d0a37b7a527ea93d,563.8120000000002
664f44258212a1f7e4086f2b4845d586c543fa3f,454.64297927563405
265cd7befa74a9f2a198fc57baec9858075f8419,478.0290000000001
6f9ac44919bbd204e0ef15185388fd2d4bc61253,499.3059378269023
78de1ee60b55766cc3eba4089e36c57139b66ebd,468.06791710253617
24550edb10f283ef4e953fd6a8fedbfa211bd456,8.163
1e61a474acdc043eb39a89c17fab34bd2ea1a940,414.14600000000013
940af68ded6af2875708611051aa7ff3f134d80b,487.253917102536
e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,515.4689999999998
c76ddf6e9f80984e901b12f9462a3cf029bea290,497.01197927563425
7d39df837488ca3fa6e512fd9e20ec7753b4c36d,443.02600000000007
65bba36aa15f0c4ef3562ea56c125d931bc4ed63,538.1719792756338
1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,51.68699999999999
92823d467a2ced9529801e0e8a94802dd88f0c17,413.711
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,587.0970000000002
413cbb38b2e2522f8167ffb9daeac1347b281393,449.138
68985fad004092956a4b4ce94dd53dc76d07eaf7,472.79795855126844
bdca9aeb19521675af15f2c28d86f6bebc45a834,472.26497927563395
b65b19d42b7a4b644fe9f99366dcb37b120862d9,436.51000000000016
eda898aa8ec465cbac70de72ead0c6d688e5f95a,429.742
5357b6c09be4c7f3829b72f80de846a9228253cb,22.913999999999998
8d5c4481d736f6ce27976e400f4245bf10757608,432.45000000000005
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,27.846999999999998
089613ac7dca24109f84c72a97c83b2768b1df1c,25.415
527773409bf373301dbd835e59a263c035c043b8,20.712
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,25.464000000000002
c4cea54435c0fd0e171eed4c215479bb3ca86113,418.289
7d5cd89c6112b9a202a025a24355135bc60848c6,453.943
b70ab62384aa80545928a311f5b5d3db2f4d87ee,532.825
c96431dd924f366d2229a7f1455388b8cd85be49,558.7799999999999
1b72da5bb82cc150ecfe71218c02f155d694230b,20.726
e429507efe1c2680cc464481850117d17083cd88,28.419
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,425.0439999999997
e724482370ae6126008ade80b564ad8d8a0a7cbd,452.8689999999999
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,655.176
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,24.456999999999997
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,484.5409792756342
7f898f8939ae054359f83ee154bb91bc7dd2c959,530.4870000000005
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,440.7819999999999
82e3b12c6366008fabc238f299f117074e78de5d,411.20599999999996
0d838be0e718ceb786cdb10fcc12559e00440240,468.8419792756342
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,454.5099792756342
5a9d89465845ac2d81366275cbb1a81d627efd36,24.942000000000004
c83fe640ba466ba904ac1055e53a875289888797,436.04900000000055
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,444.31393782690225
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,417.76399999999995
328639a0c753715c30a58bae70c82f2101153eb3,439.0689999999998
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,28.101999999999997
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,548.504
f56746cc2900258507d2b32c126f8db090db856f,495.266979275634
1a4963b5fea8bb25c67750cdafbe84b01efad177,429.21899999999994
b520c940e62f4ed684417e7eacf00d85752060da,473.3128756538045
2e170cf2651ed448991af6fc5df15167733b2d8f,491.8039171025364
6efdd93a0ae289be6bb5a400bfc1deb077d75886,405.01199999999983
72ac2acc787d8cba0934cca3810ac091d792c8db,499.63300000000027
92a25eee14554806f081869cc9dac868fd1860fb,444.2229792756341
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,433.16200000000026
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,456.36299999999994
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,585.138
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,439.39197927563407
1730807e4916c5f7e8ab21e02ac5657bcea3e732,31.391
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,471.40283420507257
1a46d99716282410d1170f0f35069b34e34415d4,434.5869999999998
0467e022da4ef897f666bc76f31e1bc8976f7e92,496.2810000000002
993aca0d5eac6741117947c82a3647102096255e,435.7820000000002
94c96ade6ade21deb080bba6aad537fc4f195d47,518.0850000000005
36bb672077a46a3e4755cef90437a616d28bdf23,414.7760000000001
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,406.14600000000013
328ca19128d276eb4fbc309c54ec7f346c803d2f,757.0909792756345
27cdb62f0a2a5467efeb30aafbf246ed2320c532,426.4650000000003
c52cae37c3653620bbec72264c502f45ca2a8671,23.05
f9ef2695eb0986666093945894b8f2fee351bf22,505.4139999999998
2178c497293d0cab01ce74f5105b1a398fb12d8e,30.629000000000005
e21faa0c07406dde71ec02f266b19b314ba8b0e2,28.419
8a021391cdaac100dab56c59284bd50137a74129,571.4349999999998
12ee0df69325d97cb95404958c4acf4112aeab8a,28.208000000000002
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,477.4759792756342
66cf0f8b5af2466f9616fd15c0c10344df84982a,35.855
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,435.43999999999977
60edc5708acd60680891ea15379dd07c7a5924ff,8.163
b9f786712775e0d1d735398d710b01f404c985a3,416.7979999999999
564958997e204bda06fbe90afc4722805c78a855,563.9159999999997
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,421.3819999999999
527098f4ee3ceb5c393981930d23b8fe154f4db9,8.163
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,481.62797927563406
8296743fdd105ce9183561cf5b359b0a3781465e,419.8580000000001
a3b79e8c739832c77df2ba6bcdb23a7518155a33,27.631999999999998
6602c7f15a1fdd082265b64976448c6809df792d,462.81600000000003
31ae66f0fe024acae4490915c348e487f2367574,495.02997927563405
81901aa980653106e64863d957387d24e2c00af3,432.38999999999993
28e10d1bd0b6effe0edd503446ebda948ad240ad,422.77200000000016
53a7ee52a87f80241e2ca13c923e06b72bf3a059,448.04900000000004
50be5f75fdaedae454b0c3d63b7277854bd08d8f,52.7
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,23.05
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,584.9949999999999
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,25.464000000000002
02681b5c893b94db204713cb4b20dde6fc3f2f95,515.1029999999997
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,420.01199999999983
829dd51f77f3ae74c2216de2d86139bd0a03367c,22.555
28c6829e69879bc1d34db1cd51b89562d3cc596b,499.6450000000001
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,457.5808963781703
96715a069fbcb2e84b26a01563921962ccc4601e,23.342
923538833160e8432636c88e8119378a43b3d766,447.0109999999999
aacb834258765a2959ee63c57d2be4923d11a696,447.3020000000004
c32e484025571dd94255a77f21de08ab8d2aaba8,495.6008963781703
d425deeec0a3c7006f14d732eff8933d5155067f,462.5769792756343
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,474.41100000000006
716a178e9a6f7791b820da77879943ac9040a547,505.441979275634
430212cd8767ef2bff8cda0f61729203fef7523e,442.70799999999997
e97d33221238e445688a0e984778d4ecac788be2,474.83297927563405
695c9481580951d830c4431fc6c9dee778ba9ca1,31.679000000000006
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,528.4289792756339
0411742cbb54fe1b6927b25f0bb52b885828c828,441.1630000000001
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,410.73699999999985
bc40729846bf209b06e2a9a890e01d4e6780f5b4,28.098999999999997
e4e7a38b58319ad0a5cde4848622b21783c907e9,487.3439999999997
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,577.1519999999998
aec1b63c3f0c9554e533752d8fe138ca82101d4a,444.051
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,486.49795855126837
4b48d500ba4410546ce01f7f6d44bcbafa73994f,416.0819999999998
edf33c347c866d26872f540bcc1f6ae415f3294c,448.0819999999999
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,501.86400000000003
3a265ea6ebdc4eb2520db912adf5592f03b3d634,421.6909999999999
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,25.267000000000003
0ade5488fd62db34c11a369bdbb4327faacc1635,28.679000000000002
e418fbb77e6ff4103205f3b7f6a66d53183d809b,472.70200000000006
8ddbfe70cd41135cb6f125335a48d100789edbf7,411.927
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,28.386999999999997
1d3e406d0223d4cb0328850d689ba9fcadf62776,421.0259999999999
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,8.163
ecaf075653faf2dcdf946c0ce50629f5083347c0,494.84195855126814
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,440.667
d43894c5e83bb3a7e5000636295b0b050de19309,11.783
5b7877d12550dd35d27a02b66a13f2a27bce11ca,460.10499999999973
18f800ec03e33ebad5fb97aa8465dd3e5961337e,433.2580000000001
bb39cc6296f2c9da3963994899c5c34b50965720,28.466000000000005
76facda8958cbaf5dba09a4d35d3b4de7596a49d,12.46
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,525.1550000000001
e887be276bf553575b20ed1a0de8833d9cb7e247,31.134000000000004
cc8794762ffa592758b5117d67e0d02e2e8b9c49,482.5239999999997
894d277c608610fa8c31db531f64582b9569b2e9,427.46499999999986
b2e029961aa0f20071b74708e0d97e6f200ec582,479.15195855126825
12c7d85e168b09a0278df140a22bcb0052a59b0a,451.639
64c4892488a9c6281bdabf467a0b5a6382d248e6,492.21600000000035
944e790f6e64eccf6df361247858165f17dd7abb,30.725
ac112e94587e6e4249b7182329ee5a5040ae94ea,536.2619585512683
a58cf11e498228f9aaca92b0c49f955a6163fb59,429.7109999999999
e8c84701c041b7f3b39f3125a0449fa633589fbe,485.47393782690204
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,554.603
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,11.783
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,434.911
e64ad901853230e396be49311ea98121c348fac6,459.67399999999986
8532af19be3729ea233c1f29e4c015820fc7fb3a,474.37799999999993
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,430.42099999999976
26853fd075fe27954772c3070997635b94f32b83,433.7620000000001
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,544.9179792756339
574ec310dee846f9ae8eb278480257d463f6fbcc,534.3129792756338
ebb32b8df4ff9b202ba904f310724ce230cb4305,28.250999999999994
8a46e35787225c3e7adef2b998ad9c93a952106b,511.06
b62bf908b504e8c6898777a7f5b88afed358caea,435.74899999999985
10d22971ca4f53fc62d02905809ff1c37fbb68fc,618.8160000000003
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,444.83299999999986
cad47b624b484cb16291449cee30707a46c20199,27.631999999999998
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,568.949958551268
bb6c0df09cb6663f142ce6da382b804353453af2,28.101999999999997
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,445.45400000000006
7bd0affe1bdd3681a0faecd80a3d48c023b986de,28.995
d76614020539405f481c0f5ffb9e6f88a0bf21b7,446.9980000000001
5ce2df96a99343819ead41bf242044177439696d,24.119
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,27.193
a9216c3fc0c0bf14cda0ca26a71c205458b74896,8.163
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,459.4349792756339
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,444.21897927563407
176b027cd932b17fcb6f119cfcef338a175062b8,396.1639999999999
41474f2dda61d97f38ba79906d3dbcce223d1bd1,469.79399999999987
421eb738f9e2ea73e5f4227c915762d6421102ac,29.037
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,459.77099999999996
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,174.38695855126815
134d96275e3893946c3a0e1d59f86b336fe64f6e,8.163
d4e97da32ccb6987ec074aa48c24ce949c05a78c,427.41100000000006
fa556e489987a0588e9a8edb5327e2bde1679670,23.342
95c1d266a2524560761df98b376c17604733a6ad,520.0296891345108
c11c4303d2632cde64105a35554ecb77a8564260,442.40795855126794
